pcsx2_dumped_crc32,pcxs2_normalized_png_crc32,pcsx2_alpha_stripped_crc32
0f2f2034,dda9c859,2f5416dc
0f357515,73222a3a,00000000
0f39834f,c0513f8d,b33410ef
0f471948,1486b10f,00000000
0f4b4762,092249cc,00000000
0f4e26a8,eb619a15,21c60f87
0f6bfad6,1e87cbac,dbdcc927
0f6d9c55,d108392e,05eaaf06
0f798a08,6aa08393,e972e87e
0f79e92a,9be3d595,2207bc8e
0f7b3799,d56ba4d2,6188567f
0f7cc098,82ec40dc,0648b8f5
0f7f3b4e,87212ca3,84a4d74e
0f80851c,cd1896e4,2f8f3a05
0f88c7e1,4daca3fc,a894465c
0f8b549f,3ad62330,00000000
0f8e4ada,e066295c,91a4a5e8
0f912618,920d0b9d,ff2db234
0f94632f,1dfc8468,ba697826
0f951665,5a458e27,00000000
0f9733b7,36047378,8bd450be
0f99e6f0,230d8e5f,5b444b68
0fab3117,55730034,bc337113
0faf679f,0671cd54,96fd18ef
0fb63ddf,a5dc9416,64050729
0fbbb01c,5bb99bbc,00098d0e
0fc1b496,8d96f33b,a24df08f
0fc24154,22a989c6,00000000
0fca519f,c47bcadd,8996436b
0fca892b,b5d236d2,e49bc70a
0fcc828e,07d3f7c9,579faf17
0fccbed6,316bc4d5,56e3b741
0fd28348,4b8b1401,acbd6077
0fd6156f,bdd75dd4,7740b25c
0fe01562,9facae4b,209fe7d1
0fe0627f,47573628,b2163861
0fe3f71a,ca35cd6f,c2a9e547
0fe8081e,fd93e334,00000000
0fe8f438,09f0c193,89c5df10
0ff16eb3,be25f0fd,4528a15f
0ff74c67,c84e46d2,47303ab4
0ffd8551,d792c924,9001492b
1004b4d5,2b6b9a9e,2c238d4a
101a7a3c,08b8b039,1fd719d7
101daceb,76847299,01c4478f
101e7511,82931575,d0470d80
1026eb88,419cc60f,60001e43
102a11a5,391ba117,553f6486
102f5411,e5b74c0c,74b1db2e
102f9638,da1bfb14,0169d883
102fc063,94ab2e6c,1d8dd719
10305260,9738513f,803002e8
1035fa74,52fc4206,52353e85
10368809,6844b7eb,00000000
1037dfc4,4184d201,311617d8
103b9a52,7f96cf2e,00000000
103cba9a,c47c9527,20a849d6
103f7027,59fc748e,f21af470
1045c6ce,fc05396f,fa7cf9ec
1049120e,6a466e06,7f197779
104bd810,9da76e77,c10431be
104dacb1,ed503620,6af2dc78
104ea950,58fec982,f931fc55
10542d90,d2432d5d,afbccca9
10544915,8922c88a,9e89f35e
10573095,629e3a47,6f5fc05f
10593747,d7fa40b8,add70d14
105c4b44,e7271bfa,5ccc5a7d
105c816a,08a4000a,9136da90
106a747b,930944e0,f60c57db
106b1a3d,af17a8d6,00000000
107843bd,f0bca9ce,8a7d75d9
10784627,9f2b6806,f463b1ca
107a07b8,010e6e5f,33161a61
107d8178,32c3806c,08f17963
107fe1ea,61059f09,00000000
1081b36f,cc841f2b,206e709a
108394b8,474dbeaa,25214027
10847a2a,b0cafdfd,b4f9825a
1086a275,7013b1a4,a5db2939
10930c31,8864f4be,d43bef85
1097fea0,7e950e80,2f08f450
10a499e8,b2bbfc1b,55ff3849
10a753f4,6e114350,07f9ccc2
10ab0267,c553ed14,00000000
10abec08,5e0617ca,cc90d3b8
10af7782,74788afa,b2110056
10b0250c,6bbd5be9,03a70247
10b6ef23,c7c8f4fb,35c4dc55
10b87568,6a69432e,00000000
10bafcf4,cbe46afe,00000000
10bcd878,ed321aef,00000000
10be0350,b43f7896,8e89dd1b
10c43c1d,50d71508,f9f375ca
10c74333,bc806b19,1e256d6a
10cc39c4,34a894a2,5115b3bb
10d3e442,625976e9,112d7ca6
10e3bff8,cf0d65ee,d42ec120
10e3e6bc,2303e3d7,72ac54b7
10f8c24c,ce439720,4c2438f9
1100b613,9dca1e56,15927827
11011346,b7a511a3,906c0b02
11058598,a34b6904,64bf42bb
1114f2e8,b66b2bc5,431eb035
1118fa2b,8ebb6d20,de08fd38
11266c17,8d41a12c,9043d0c1
113bab32,6b178973,fdc44051
113e77d2,34de2288,07097aad
1140811c,aecf594d,811eae1c
11457833,ce2c3cb6,00000000
114c2894,3d83d1d0,cf8460b5
114c37de,ce6ccc32,763b389a
11548b31,d8cd31b6,0114ef96
1158c007,eb07dd70,661b48c7
115a9c97,3ce0c27e,026f4569
115fe70e,5f7d59ea,f753a5a7
1162c612,16d3392d,c0b43d8a
11630346,151d7c77,6cc38d2b
116f1e14,e5fa4216,a5163cc0
11762b7a,66ca6e86,4860f2c1
1178ba52,e8a718ff,53c22708
11790dd5,f62a748b,419a8856
118b1ad8,2bf65c33,2bab4160
119096b9,54c6a1ee,a84e9cd9
1199791b,38d742ac,9094a11b
11a3747d,29eee274,48bada40
11a98794,e082c008,00000000
11ab91d3,36624f54,7243a34e
11c0d09f,b775af54,4952edb1
11c36b8d,235e95db,20cc5126
11c7b109,fbb932eb,52cf04e1
11d8e3d8,626cf2ff,1b2991b0
11dc77c0,72a9796a,ae2492b1
11e5c597,0f108941,d45df186
11e85b85,519049fd,f8df361e
11eebfde,25db412f,00000000
11f571da,e0606000,00000000
11f57a3f,ed84ab78,59ae7404
11f8016f,c8977c26,91f04311
11f99fd4,0e38e592,27adc113
12013a27,73a016b6,e58180a3
120f3016,d80311d3,2a413f31
1211a4ac,b35eb377,00000000
12198542,68822035,07ede78b
121f374c,bcaff1cd,f73326bf
1227fd48,c05d81a7,e9848f03
1228db46,fe1e1471,8c73ad60
122e5b89,b6dacbc6,0a68cae4
1246fcf3,f69c969e,e15e44e8
1247d431,9c02b745,a8708003
124ba898,26e6b90a,f9070623
124e300d,de2dcd46,00000000
124f9b03,0e24ffc2,88fdbb1e
1254b203,c382dd1b,5108b7c6
12592baa,e4d31888,01bcfcbc
1267db65,dca31369,717f2db8
126c58e1,7081daf5,4ddab76c
126ffa35,b5634097,962f6e80
1271a954,06ba379f,91e10862
1279ac14,b1c4e8a8,79a5472f
127ae1d1,ad7a8648,00000000
127f553d,80b4e63c,00000000
12802edf,f89ef306,3bac66bf
1284bbe9,00540dfc,28d65fff
1288a4e1,1fb7a859,f5320faa
1289a56d,06f71b39,92710536
128ca19a,c64f22ad,e3eeb63d
128f8644,380e9f70,d24ccc57
128fd93a,d8394af9,6a5e8433
1291fd93,0332f171,00000000
1293ea02,b817bf08,15ba14d8
129a5eaa,eab0658a,07385c6d
129a8474,469743d0,2b3a56b5
12b01393,15f0380b,4a849de6
12b21508,fd6656e7,4df868e5
12b458af,a577c3a4,96ecf26d
12bab0f0,cb6e24d3,8ac759fa
12c7ebe8,90adfca0,9ebf023a
12d39ff9,3d473b1a,89f197f2
12dbd84c,21015b1e,8ff714fd
12dd0fdb,e23ba096,59c59958
12e3baf3,8bcd2f54,121dc3c5
12e63820,f52e24ea,798c1117
12eb6256,09a38adf,9ca8e195
12eef18d,783c10ed,5182785a
12f4bc06,74715138,7aee5e82
1301d5fe,22ccdd5f,71be15d9
13078b60,76aa13f0,3bd1ee95
13094186,37440510,00000000
130b03e0,0848647f,1575e654
131988f0,61d9a5a1,00000000
131f003f,99a814d6,d1a655b5
132649e5,ed92639b,22a4aa35
132787d1,b3cb4784,d1769a50
13280c7a,f722715c,00000000
132d2f49,e497847d,a0d7f217
1334fa0f,c4aaa536,7e746d31
133e82cb,aaf70745,057a7612
133fbc5b,01fc5284,00000000
133fc4d4,b0eead0b,b456962a
134364a3,2a95c33f,6074aefb
1347c652,de8eddf4,614f88b0
13483c3d,8028d292,6ab00be0
135420fa,afe07921,98ecdfd8
1359a4dc,bfa3c680,6802052f
135c0102,f810f3b9,ea065fb0
136136bc,cac6d3aa,9ea6b764
13625f14,f8d7a9ac,f4eea6d3
1366959a,b1a13e23,f3eb6994
136e5384,8c0d674a,fe6747ff
1376d69a,7cd87c8c,4bec2606
137acf3a,2dbe870e,efbc5c1e
13878f8f,43332e1b,7fa326f2
13893aee,6c2c848b,cbd6d84e
138e20ca,1a8954bf,440fe006
13982908,f6cc5ee1,ef82ef14
139d9156,9030cd65,9bfabf4c
139e71e7,516ede90,49890423
13a24b29,a2eef7d2,8b6abe6a
13a415b1,142f6cf4,27fb7ed5
13a73c6d,bb9533c1,da4c2812
13ae5e30,8f4e187e,00000000
13af24e7,23ef781c,9a588320
13b38adb,30a1417c,0bf456e2
13b577e2,76792c48,77098edb
13b6e12b,2a8fb091,33c6ad21
13b85ba9,8cc6c7af,48fc03c4
13baa1a0,92136fea,53903d10
13c1f964,f7b7ed30,4ed96cdb
13c68db1,8d75c789,00000000
13d15f09,efdc2a7e,ebff3105
13d49b72,14783759,00000000
13d67d7b,c73d489c,66a50ea4
13d8fd60,7ee890ca,fb6cb527
13dd42fb,e185665c,29d0258e
13df6515,7bb47b3e,821d48e7
13e041a0,356ee548,df5d2231
13e0eec4,9f018cdd,ad4a8abe
13e39ce3,73852e6c,ae83f1a2
13e7b5d1,b77746ad,5f62172b
13ef8fc6,3f6960bd,2ec866d9
13f88735,b6f3a3c1,c2595885
13f93b88,0d3447dc,5ea9ff04
13fadf59,33ceb8ca,b0468005
13fe0454,5353a380,63c54fd6
140002b9,1ba0104a,b4f90c30
14028ba3,48ff16a2,57b39970
1412ae53,20fccd43,5f48e20c
14189dfe,57d0a8ca,ccbf0d24
141bbdb7,da2e8560,3ffd251c
141e469e,76a94609,00000000
14221c62,fcdbd1f4,d046e6cc
14240046,adb3d380,8f66c244
1424c820,5f4d468f,500aef6a
14273075,91201427,2ce1fa6c
142734a0,06c5d713,1bae846e
14327c8e,8aadaaec,ee57d19d
1434c141,d0051265,afa54fac
14352e5f,34ba9070,7cc3aa5a
1436f02c,a8c3918e,ea2375e0
14375eab,ed790629,ba880be0
14398b8d,af79f9ea,f3cdec47
143cee0a,df72e4d2,943f5d63
143e30da,8c2d07e7,3a59b611
1447256a,049e6a66,ec72faf2
144dd4cf,97c11b4d,452ccb3c
144e7908,e6db322f,089935dc
145f3470,65bc2cac,5aa6b262
1463ee27,6b8603ba,a916bff2
146f4853,64124c6c,00000000
146ff5ec,a2b07563,8a98b0d4
14733c45,5d2f00c0,b70976ab
14747ddb,28ddc5f7,00000000
14758eb0,937a12a1,6500afac
147cd571,7aec0681,f54d75bb
14821650,39e480a9,f29fff9e
148cdc71,5d56e821,9e4fac8b
14906812,9428a356,da5aa431
1498886e,18dd37e1,2071b6a9
149f1a09,0504f90a,14344a40
149f6fac,56247f7b,5afe3623
149f82d4,6d8fa404,00000000
14a5a19f,0203e686,287e2554
14a9c00f,aa6717c0,51a73913
14acb69b,822afd80,cd2987fd
14b673e3,8818804c,c82ee654
14b8ebc6,82f8026a,666be48e
14c11a01,6c8ef3f5,dd9671df
14c2207b,2ae2e3f0,4cea827c
14c7a919,029ea206,0ddbb0c3
14ca0774,3befdb76,d93ccfa0
14cf309e,fc07873d,9af360c7
14d8cabb,6b065e18,a987bdbd
14e097c9,9bc9e77d,00000000
14e721fd,fcb63e51,b4d729c0
14ee50b8,3c1ac65b,2ad3c6ec
14ee7c03,602b9e9f,8e80414a
14f579d9,41668f87,00000000
14f7ef2d,2a78892b,81b5af5b
14fcb3e9,b7f3a025,0c50538c
1502bc18,40125582,871d1b9e
1503ac73,af893c75,5a1fa89a
150674db,95c3b9bb,513fdbd9
15097b37,aaa74bbe,00000000
150b9c72,a3dc4c46,00000000
1514b11e,6d02a597,4aa10e5e
1515b92f,31281a8e,eb4f9f58
1517ffde,c57690e2,83090727
151c981b,b6b08d10,9bdfa2bd
15231ca6,7faae7df,e3db0ef4
1525c0ae,953a517d,c0783d2f
15298b7c,0a61d358,ec150bc9
152b4686,d4b85f91,738f2fb7
152b59dd,6101e266,00000000
152d54d9,cc15d1e5,edbfdcb4
1531c108,02df7d5e,92fd2fa7
1534ad16,7034b75b,0f5e0244
1534c697,c6a6fa5c,b23b655e
153a7ebb,69c0bba7,ab273efa
1540be45,be873f60,86b6d175
154906d4,dd06a976,346c7afe
154a7fad,e0e7fbeb,159e4e09
154bb902,e6e017d2,51a8e6f8
1552af50,1cf4f740,991863e1
1554a23d,ff12813e,6c62fe97
1556504e,9dc35e88,35f027e2
1558d001,1fac42b3,828a987a
155955a5,a7334883,25d9b451
15595d05,d97fae61,e91bab34
155d8ebe,da85a758,3a59f5f5
1569492a,ddd93f56,00000000
156bbe4e,e3c2c211,bb0f15c0
15780eae,9ff82a1d,268d280a
157c7b59,f89112ca,6cb6ad0b
157caa4b,c57e28eb,658161ba
157d178a,22bf0cc8,7824fd5f
159742c6,3b962bea,60ff646f
1598995b,6741a873,bcd03ed2
159f31fa,b92ffe6c,76224c00
15a0d448,9d717aff,00000000
15a6cd46,43360961,d3a718e5
15b0fc36,698298e0,c9672204
15b3840f,5cd7c227,67774a98
15b57467,db7b5e1b,2a92ad2c
15b8ae67,09501db0,725e3009
15bb16e0,ee3bccec,00000000
15bca761,35b55736,ef336ba3
15bd2866,10d1d8bf,dd67fbb3
15bf6590,f9df3c5b,988e0148
15c362a5,233717a7,1d68ade7
15d81e84,f1c62f5f,00000000
15deaf0c,4e1014f1,4049452e
15e35b42,081b0c97,a8b24312
15e55cf0,f78c5775,00000000
15e9e7a5,6b68b4a4,5983dc5f
15eafc80,2ed4ef73,00000000
15ed3101,6fe0f993,00000000
15efbe73,f15cd798,6021082e
15f231ba,604e93da,a4c945aa
15f9bf54,d86e57fc,ef1d9201
15feb29f,dade85db,2ec670ab
16017d79,7ab6a50e,10f845fa
16099965,a5b86070,7795add9
16141fc5,38578c00,00000000
16155890,016b5f26,a1d9faf7
16229580,c94c17b7,d38b5afd
16249d76,7744ee72,e110f1aa
162d38c5,ea8d9a19,584b131d
1633313a,976376ca,5a646f56
163662e9,472fe359,8903df55
1639f8cb,535e72a2,2f792bff
1641e958,1bc9ce01,aabfc0f4
1645092f,d2bfcc1e,b52db977
164ba17d,716db274,00000000
164fcee4,b48bfd1e,bf0dfffc
165d9d29,8aa1fcad,00000000
165e020a,6c1615c8,41ee16fa
1668ae80,89988355,c84f28b3
166e54d2,100cbf37,190a1a25
16720820,3491992f,347e875e
16732f26,38e3d175,02452ea2
16780db3,079e175a,10b592e8
168006a3,2e295cae,67970a97
1680fc14,b3f917bb,7abaf6ce
16820d05,20941e65,683b5478
16890591,367169a0,00000000
16917e6f,dd26b2cb,00000000
169b7b61,da7894fb,ddf2503e
16a30390,f58dfcbe,55f93038
16a430fd,43d731b4,f95f0a30
16b9276b,3592acba,64cd19e6
16d46f54,6d617bc1,f66b7963
16e05bea,681bb486,a7780e77
16e07af3,2816e33a,a22d74d7
16e0a0b0,720c90d2,00000000
16e5011a,c130ca75,e94b981c
16e93710,42dc8f92,07000d49
16f2d97e,a98b556f,40369ba7
16f35c2d,21bd3054,21b9ef29
16f49e8d,dec820e6,2dffebc4
16f4b770,878e20e2,5dbcc869
16f7356e,959fb19b,e2ed750a
16fdc415,d8c06736,3a71f13a
1702e993,69bda65c,578fbe0e
1709bb92,110f0ed4,5b29212c
170d371c,1c8d6257,00000000
17160946,eaabfa38,9a1e3a58
171b0489,743fbf65,00000000
171e0931,7ff36214,ef270d3e
171fd21f,65ac07e0,00000000
17228288,9834733a,8c040475
172a2fd4,9ce31d6d,c6df3621
17344f83,5acfd6d1,2abc21ca
17394074,41ee962a,3cbc210f
1739c126,60085701,5637b29b
174113b5,eeddef96,35662915
17436338,1323f080,43dbf836
17450c5f,34b18f02,5e7aec6a
17478c95,b53e6139,03e18e14
17480bd7,222b6afa,e0625e9a
17516a7d,da13ac36,00000000
1763c1d4,d20b4380,17abca5b
1765f69f,99b453b0,5c22b297
176f6665,447a6cb4,eb714628
17744b2b,f6adec8d,1bac1d82
1776eaac,53f35e67,17716a12
177c0fc1,a47d18b7,00000000
177cc194,b0a35c54,72f546f2
177d2e92,917681c4,aaa346b4
177ff581,515b54bd,643874f2
178703f1,4eebc864,5930995d
17878584,fdc3072b,ccb5eb93
17886502,40c33775,750b4c5f
1789c4d3,a2338605,5efdd8c1
178afa38,793727a8,7c05b118
178d7e12,8fdb5aa9,00000000
178dde5c,a978344e,00000000
17925644,ee8db196,f2d7474a
17a10e84,dc2d58bd,fedd1056
17a23987,321ae378,1a3eadee
17a60c60,a6d9f71c,0f0c40fe
17a75345,baadf4fe,18d46921
17ab4c94,e3995b7b,172bc759
17ae6c64,325586e9,cdbb2e9e
17b5d8e6,cd578a07,00000000
17b85a04,46a198b4,8bb02009
17bc50ad,7c03154d,8015e7ab
17cc2d12,0dab5ba6,33b16127
17cf77ea,09f13422,7b16cd37
17d65301,8f11de0f,894ffe26
17d74bff,fa0b2849,bc7fbca4
17dd62f7,6ad7ec4a,00000000
17e76927,7f5622c2,c36a0b0e
17ea5224,e0fdec5e,00000000
17f5d1ec,772b0288,56a2c8c1
17f94268,ccd393e3,34615c86
17fac180,27a92904,8d77fe28
18107413,7cddc186,cb824877
181477b0,f4197f93,0665f124
1815b4b5,8d233dcf,00000000
18178ff8,5c28151b,00000000
1823edeb,6ac5220f,71d9ba1b
1825211f,0333b05d,ec245c39
182c4a4d,ae494613,93e118be
183077b6,23cc2687,00000000
1830937c,2becf8ba,2ab07c6d
1834da5b,924b479e,1dd47b71
1841859c,d0b29a92,a4eac76c
18433ffa,aecc6a52,00000000
18466cd5,c492832f,24fd88f1
184799ce,bad2db83,062dedd1
184a9021,cb5e01fe,bba68a53
184d9a65,6cc652bf,2642f0f9
185405e6,aa066a6d,5b84eb5e
1854f8c3,a5afbfd5,00000000
185d70eb,f784dbb3,00000000
18696a99,505f4442,1a32954a
186ff7cc,e4cdd618,90abf2e1
18855303,6b09386c,88cf9170
1887cde4,62476779,00000000
18898d22,151f059e,0f8bea6c
189a8d8c,9173f6cc,d6856c08
189a9d0e,812b4e61,025c11a6
189ad889,08927e97,429f4d19
189cd865,66921704,7f13710b
189d4dda,7106499e,1f232f3a
18a6fc1f,25def292,c58405ec
18a8c049,730c0aab,e201d4a4
18b3fbd5,02acef41,2ca334e1
18b8cd6a,be282d36,00000000
18c1fbf2,f31cb3a6,00000000
18c42a56,4c4bbc61,1dc43bcb
18cc729b,39ee5321,ddb87e4d
18ce5dac,f7535404,e8369d8d
18ce7415,9728e0aa,ccc47d29
18dac519,7b1ed839,0814aab6
18e98723,3c3fd4a0,a9cf5d30
18e9e3e0,d529de05,47e731c8
18efd4ee,3a4c486b,55b1721a
18f8acc1,da2f2648,00000000
18fe87ac,871b0994,00000000
19031659,3c52fb46,212b5ae3
1904b6ed,21bdb198,df77499d
1908c96b,b55ea6b5,fad9c728
190b1cf7,f28ad80b,453ddc88
19101153,2cf64906,cd85989b
1917dcae,43c53c2f,14a07df1
191b636b,acdeecb4,f0a11b77
191cf8bb,114021ab,350d6fb8
191fd6ff,352389f5,0732afa4
1925d70a,08ea0146,b98b6591
192f9f21,8114d7a2,00000000
19304661,6bcc8096,1ab559f3
1930de3e,5d10fe81,1f22ba4f
193f745f,bfd13aff,70cf3bec
1945c88d,5bae0b82,850226b1
194dae58,dd7f914e,1948755e
194ee51f,edb34266,44ab1c86
1958f7da,b83f73a6,587570c5
1964f446,86e9422f,65859fac
1965f9c9,243e8c21,51ffd9ee
1967f170,655a44d3,f7c106d4
1971cbf7,fb03ac75,00000000
1977061e,8992e535,a2d7ed5a
197f6c71,732364fd,73e9e35c
1981ab09,81220b1a,517f1e0b
19876a3a,4a90eaba,61333bb4
198917c8,c368016f,bbaa5976
19895efa,949e5dbd,e3d0b9c8
1991a99c,00e82d77,c8e20996
19965cfa,9f990ba8,99bf42c1
19aaa89b,e858d240,00000000
19b238bf,e4f0f257,00000000
19b981c3,631b477c,00000000
19c1c1a5,1d75475b,acc82844
19c35e89,9bc04043,00000000
19c807eb,6fd78488,00000000
19ca87f1,91f9ef5d,5859623d
19d0397c,2d1cdabd,d211591b
19d2e480,4281241f,41fcf55a
19d3558f,127b1a44,6803e74f
19d44eed,e9178494,5e713838
19d67680,48f786f3,00000000
19de3a9c,38be3f80,30dcb031
19e29975,1333b43d,00000000
19e36f87,e028cb97,d291a861
19e85b84,9282e725,d969a64e
19efffc2,151e04d7,00000000
19f18f55,17e299a4,cee50f60
19f8f151,a88b9aa5,4406718a
1a021fb5,31e24660,b750f8f7
1a03b476,2c9331e8,5f311022
1a0518f9,42e34155,1a66e73c
1a061dd2,db44f958,1826ae19
1a09a32e,f826be46,1a2e45cd
1a0aa597,c6c33a76,00000000
1a14ccf0,691892b1,dd0c8ff0
1a1fdc01,672c20a8,00000000
1a26328d,af88edf2,106a72d1
1a28f746,efa30b17,0f3b933d
1a2de8d1,cc5d78e4,dadc5fd7
1a33eed3,89922a59,00000000
1a3bd146,2b5ca51c,62bd63e5
1a3c04d0,f4e8174d,e323aafd
1a441f0e,5ad80f36,dad681e5
1a53dce7,b57f0d7c,00000000
1a547b05,d73a6f06,00000000
1a678589,d49f898f,3815810f
1a69eebf,5dfb8f78,030a41c1
1a6c5a5d,9b735d0b,0436af47
1a6e7e60,46afa63d,db4564c7
1a70f6a6,16bc695b,228f8256
1a766415,ca2af29f,fafadc2f
1a77c17c,8737fd3f,29add76d
1a7d4559,a9a22e6c,1f4a561a
1a835cdb,ea203d22,830efcf3
1a8a19e5,c0bc646e,4d9f1c01
1a8eaaa4,8737bd56,9b7fe9f2
1a95b970,2bf421cc,ae847bcd
1a9b62c1,59dd3422,18d6c070
1a9c017e,25078241,4f468f36
1aad667d,b6f3fb1a,a6995446
1ab027b6,a4d8d6b2,bb5bfca1
1ab0c29a,17f97df0,ac420b49
1ab4ed4c,831fb27d,c4747d42
1ab944fb,97d52b36,00000000
1aba1e70,b36d9185,b588d397
1aba673d,9dbe4e2d,4dd804f8
1abeb1bf,feadeb1e,84b851fe
1ac0d362,ae6bbcc7,c7a2c364
1ac1ea8f,0c077d4c,285c1608
1ac62d6f,be1ac324,edb66234
1ad3b461,9003e184,00000000
1aea9210,a8139634,00000000
1af08b00,e87e3860,00000000
1af6dfb0,5f512afe,3ead14ac
1afdae29,84edd15d,e5a6243d
1afdcd79,6f115f1a,adfec42d
1b094821,c80e39bd,73a4c18b
1b146013,a6c8a869,092618c2
1b1fa566,78d5a296,0d338bd6
1b24223b,cf3c950c,489134a5
1b2b4926,309690b0,871dc97d
1b387bcf,d5bfcfdb,b4c85d07
1b3f659a,9bf8cc67,00000000
1b418cdf,0c22af7b,f6dbbf97
1b426e10,008af2df,0b173873
1b44ca5b,69071cb1,1c2f6e13
1b4b4738,d45ca357,7d046cb0
1b4c5961,620d324a,624c4aa4
1b56bc63,fa87e58c,00000000
1b584947,1a4145bc,5b8740a3
1b5b2301,3d0d612c,3ebb9ca6
1b5c1f56,4cc6ddd0,8c66ff18
1b689021,1a9ff87a,9e13c554
1b6c70d2,77d91692,ed2f77ad
1b709b59,401e7c7f,e152436f
1b728934,d3a1250c,d2de8259
1b7bc20b,9e3bb146,1c4440cb
1b81adf6,ea457937,d63d32b7
1b851c11,c1351cdd,bafdbf94
1b8cae06,f24850b2,1b3bcb27
1b9b96f5,e15a90ce,b2f6fdd4
1baa6435,ee741abc,6cc12ff3
1bac55ef,892a62c2,7c05f584
1bb7a97d,ffeba683,5802f1f1
1bca82dc,876568f7,ea1a5411
1bccb206,e623a3e1,aafeb001
1bce24b6,bfddbf7d,e819ed53
1bdc87ff,abca7f70,89dd59ee
1bf3dad1,9e353840,9bb436e1
1c055cd8,0a792c19,f34a3e65
1c05ef96,6e8f44ef,f2925dec
1c10979e,f1758497,0190c4e9
1c12b324,1a6aaab9,fa2ace8d
1c22d732,0b1f2c03,6b471c87
1c252920,7ff94d15,00000000
1c256620,f489cf1f,9d48a54b
1c36b255,82f9dbc1,0e95cc5f
1c36c3d9,21b4712c,9e15d972
1c3e9090,18beca08,92a630f6
1c421a51,98460881,5420cee2
1c4a5c46,c5c4ab29,3770f2e3
1c4fbc1a,75dcf6c5,c0d8ad3f
1c5624f3,25313da5,df201ed2
1c5dfca6,a3e9e784,93cbce9a
1c706b56,77b433e8,00000000
1c766ce7,85dd0041,3d8ea920
1c76d155,adde01d2,00000000
1c7e8bff,41bd28e6,1c3fb190
1c7f0c66,a942ac7b,90903e8a
1c845d1a,a784e2fe,c8b310e9
1c84f0c4,ac3e8138,ebcce034
1c858e58,f3a7985e,262eb0af
1c86cbb2,9128e8a4,705c0ba5
1c8d488e,b63ea417,4521e494
1c8fc3ff,4a58b24f,62f03d4c
1ca68e02,0b5f52cb,9f1bb9fb
1cb87d38,73797557,00000000
1cb97f7d,232ce805,00000000
1cba80f8,7cdf92bc,2557ef8e
1cbb8955,ae909c53,ed1171c7
1cbcad31,fc7e34e1,00000000
1cbcdca7,6b522678,260a7ee2
1cc50647,0b49d4e4,88e9c4c3
1cc7408e,3c1e5c70,73a065b5
1cd03715,687c1f26,57a3094d
1cd14795,ef7864fc,1bf56b47
1cd8c2a0,e8c2e2e0,4fd1dd54
1cdfee6e,961a1e18,4adbd55d
1ce2566e,ed8f8342,54edf407
1ce334c4,4cebe482,00000000
1ce9a93c,f7b3c12d,b61c60d6
1cfa847a,664d11f0,00000000
1cfbc06d,37d61b5b,b27ca6ea
1cfd9884,f1a827d9,e7766cb7
1d004601,204c78a7,d3216f70
1d067c4b,3a968676,55fb7d6b
1d0e22eb,0f1011f4,00000000
1d0e977f,3814dee4,cec511dc
1d0ea005,4aca7753,3bd0ded9
1d10a342,ee42c4b6,21a06f32
1d28fb02,ea701782,ea1b362c
1d2c3e9f,7db7eca4,5b437f44
1d2c64f2,70add4b1,641cf1bb
1d31b06d,784ce217,00000000
1d348fa7,ec0ef41b,e5174d19
1d364258,0b254305,00000000
1d3be601,7425e63b,3d530cbd
1d441146,4344fa99,d17fc43c
1d47692f,10247721,854da411
1d521f6d,2eb0d4fd,fae37e25
1d573f57,c9301bb8,44a2dd85
1d622170,5e5d38ad,91e1645f
1d62d40a,58125a72,f128124b
1d6da283,143da696,2fa269e1
1d7ca904,36e891e5,07299ca8
1d83e574,c2b7d584,f4c75e72
1d89145f,b1b8b973,60f9358e
1d8c0f79,0b08a84b,1cddfabb
1d8ca40d,0299bc4c,f291da3a
1d9421c9,4514b5d2,a898c6e1
1d986fd6,79abf9c6,fbdce9b4
1d994281,4676a1b5,63587734
1d9a8a86,d66c42c8,60a66cdf
1da2d8bc,fd55bac6,00000000
1da5c0c3,e6ed3e18,3221333a
1da83f01,bd8c9542,ead2cdf2
1dabca7f,1dc5a209,69cabb1c
1dadc7cd,59c90ad7,3bd329a1
1dc55c0d,78624c6b,86caaaae
1dc5b7a6,a3a0549f,00000000
1dc8e84c,997d7722,28fb009c
1dd4d7c7,6367a87e,62d7ce0c
1dd51f4c,b18a1fd2,096603b6
1dd82016,bc7e2fc8,7218840f
1de018d3,d1412a52,17ee1b5c
1de0c5f4,4fef541d,da498a29
1de3b68b,993ca2c3,00000000
1deb7523,51894535,900e6f92
1def61af,a9148fd5,3762c63d
1df14a25,859e2c3d,81b96099
1df5f42c,8f0dcfb9,762e45f3
1e09a2fb,381e5674,d5aaff0c
1e0be100,3084ff18,dad40da7
1e18ee61,f757ef03,214ad62b
1e20a645,0119e808,6734e9b8
1e212780,b9a016dd,8cd3a17a
1e29b110,360e4115,17cbb0f4
1e2f0c23,ba02bc31,ef0f552b
1e39bea8,62d0cd5d,6128bc60
1e3a6e3d,cb9bc235,5ca61b85
1e3f5b45,2c33f479,00000000
1e48324b,51fbec9e,573ab468
1e4a2f2e,45e9e5f1,06d03944
1e4e2cb3,ba0c5662,eec6bca5
1e51404e,6abc7c5f,3dc735fd
1e538ff8,87c142e4,41d2a6f9
1e59b1c7,66d43b85,56ec2eff
1e5ac672,c80b8e87,00000000
1e5f11ab,698cbf73,944be9d2
1e5ff1f3,d5f06e27,00000000
1e667760,033a5bf0,1ffda58f
1e6b934c,da8c4ee5,bf781d5c
1e6b96b7,7f0a0383,148bd48b
