BP Comparison Log - 2025-10-29 02:09:27
================================================================================

REMADE FILES
--------------------------------------------------------------------------------
[BP REMADE] ema_died_alp_ovl.bmp.tga | original: 240x180 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] empty_alp_ovl.bmp.tga | original: 64x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] emt.bmp.tga | original: 120x36 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] eva_alp_ovl.bmp.tga | original: 120x14 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] exit_alp_add_ovl.bmp.tga | original: 48x16 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] exit_alp_ovl.bmp.tga | original: 296x12 | ceil_p^2: 512x16 | hdc/mc: 1024x32
[BP REMADE] exit_alp_ovl.bmp_2e80fcdf52d4e88c977557d852b3bb00.tga | original: 60x18 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] exit_alp_ovl.bmp_6caebe23bde6080a351ba6c3fd17f622.tga | original: 64x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] exit_alp_ovl.bmp_794456ba9bbbfd3e16cf3cf4157c6d56.tga | original: 76x24 | ceil_p^2: 128x32 | hdc/mc: 256x64
[BP REMADE] exit_alp_ovl.bmp_7f9196f232454b86ef93cc3591f1f2ab.tga | original: 60x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] eyes_kyoro.bmp.tga | original: 104x156 | ceil_p^2: 128x256 | hdc/mc: 256x512
[BP REMADE] f_souko_1f_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] f_souko_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] f_souko_b1_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] fa_renraku_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] fake_exit_alp_ovl.bmp.tga | original: 60x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] fall_alp_ovl.bmp.tga | original: 240x180 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] fat_allarm.bmp.tga | original: 84x112 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_allarm_st2.bmp.tga | original: 84x112 | ceil_p^2: 128x128 | hdc/mc: 128x256
[BP REMADE] fat_allleg.bmp.tga | original: 44x30 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] fat_allleg_sub_ovl_alp.bmp.tga | original: 88x60 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_arm_belt.bmp.tga | original: 84x16 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] fat_arm_sub_ovl_alp.bmp.tga | original: 96x128 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_belt.bmp.tga | original: 16x160 | ceil_p^2: 16x256 | hdc/mc: 32x512
[BP REMADE] fat_body3_sub_ovl_alp.bmp.tga | original: 344x200 | ceil_p^2: 512x256 | hdc/mc: 1024x512
[BP REMADE] fat_calf.bmp.tga | original: 128x128 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_calf_sub_alp_ovl.bmp.tga | original: 256x256 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] fat_ep0_sub_ovl_alp.bmp.tga | original: 74x84 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_ep_re.bmp.tga | original: 56x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_epron3_ovl_alp_mod1120_emap.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_eptes.bmp.tga | original: 56x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_eri_back.bmp.tga | original: 84x32 | ceil_p^2: 128x32 | hdc/mc: 256x64
[BP REMADE] fat_eri_back_sub_alp_ovl.bmp.tga | original: 96x40 | ceil_p^2: 128x64 | hdc/mc: 256x64
[BP REMADE] fat_eri_front.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_eri_side.bmp.tga | original: 48x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] fat_eri_side_in.bmp.tga | original: 48x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] fat_eri_side_sub_alp_ovl.bmp.tga | original: 60x40 | ceil_p^2: 64x64 | hdc/mc: 256x128
[BP REMADE] fat_eye.bmp.tga | original: 36x36 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_eye_re.bmp.tga | original: 28x28 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_eyes_ovl_sub_alp.bmp.tga | original: 24x24 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_face.bmp.tga | original: 480x202 | ceil_p^2: 512x256 | hdc/mc: 1024x512
[BP REMADE] fat_face_bmap.bmp.tga | original: 256x106 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] fat_face_re.bmp.tga | original: 424x176 | ceil_p^2: 512x256 | hdc/mc: 1024x512
[BP REMADE] fat_face_re.bmp_a65902de0116b1a4ce6a1647e832d293.tga | original: 424x176 | ceil_p^2: 512x256 | hdc/mc: 1024x512
[BP REMADE] fat_glg_hlst.bmp.tga | original: 24x48 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_glg_hlst_side.bmp.tga | original: 6x42 | ceil_p^2: 8x64 | hdc/mc: 16x128
[BP REMADE] fat_hand.bmp.tga | original: 96x64 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_hand_alp_ovl_emap_mod1120.bmp.tga | original: 16x16 | ceil_p^2: 16x16 | hdc/mc: 32x32
[BP REMADE] fat_hand_sub_alp_ovl.bmp.tga | original: 96x64 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_hi_finger.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_hi_finger_red.bmp.tga | original: 24x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_hi_hand1.bmp.tga | original: 104x48 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_hi_hand1_bmap.bmp.tga | original: 104x48 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_hi_hand2.bmp.tga | original: 48x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_in.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] fat_in_eri.bmp.tga | original: 80x16 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] fat_in_eri_tome.bmp.tga | original: 24x8 | ceil_p^2: 32x8 | hdc/mc: 64x16
[BP REMADE] fat_larm_belt.bmp.tga | original: 84x18 | ceil_p^2: 128x32 | hdc/mc: 256x64
[BP REMADE] fat_larm_sub_alp_ovl.bmp.tga | original: 164x36 | ceil_p^2: 256x64 | hdc/mc: 256x128
[BP REMADE] fat_mtg_alp_ovl.bmp.tga | original: 104x24 | ceil_p^2: 128x32 | hdc/mc: 256x64
[BP REMADE] fat_ooze_blood00_alp_ovl.bmp.tga | original: 88x64 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_ooze_blood89_alp_ovl.bmp.tga | original: 88x64 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] fat_pias_alp_ovl.bmp.tga | original: 16x16 | ceil_p^2: 16x16 | hdc/mc: 32x32
[BP REMADE] fat_pias_alp_ovl.bmp_49150a74dd0fd7cd13ca0f60cd40eca7.tga | original: 16x16 | ceil_p^2: 16x16 | hdc/mc: 32x32
[BP REMADE] fat_poket00.bmp.tga | original: 32x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_poket00_re.bmp.tga | original: 32x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_poket01.bmp.tga | original: 32x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_poket01.bmp_fdadb254bd6a0857d5c232a10b14c8ff.tga | original: 32x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_radio.bmp.tga | original: 24x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_radio_sub_ovl_alp.bmp.tga | original: 32x54 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] fat_rolar.bmp.tga | original: 96x82 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_rolar_flame.bmp.tga | original: 48x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] fat_rolar_hoir.bmp.tga | original: 16x16 | ceil_p^2: 16x16 | hdc/mc: 32x32
[BP REMADE] fat_shues00_sub_ovl_alp.bmp.tga | original: 96x82 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] fat_shues_ovl_alp_emap_mod1120.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_strow_alp.bmp.tga | original: 16x23 | ceil_p^2: 16x32 | hdc/mc: 32x64
[BP REMADE] fat_strow_col_alp.bmp.tga | original: 16x23 | ceil_p^2: 16x32 | hdc/mc: 32x64
[BP REMADE] fat_suit_re.bmp.tga | original: 240x140 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] fat_suits.bmp.tga | original: 240x140 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] fat_suits_kat.bmp.tga | original: 12x32 | ceil_p^2: 16x32 | hdc/mc: 32x64
[BP REMADE] fat_suits_kat_sub_alp_ovl.bmp.tga | original: 16x32 | ceil_p^2: 16x32 | hdc/mc: 32x64
[BP REMADE] fat_suitstes.bmp.tga | original: 240x140 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] fat_tang.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fat_teeth_u3.bmp.tga | original: 64x12 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] fat_waist.bmp.tga | original: 32x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] federal_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] fiction_e_alp_ovl.bmp.tga | original: 512x384 | ceil_p^2: 512x512 | hdc/mc: 1024x1024
[BP REMADE] fms_alp_ovl.bmp_afd64baad5879a54d69dceeb416e0963.tga | original: 96x48 | ceil_p^2: 128x64 | hdc/mc: 192x96
[BP REMADE] font_alp_ovl.bmp.tga | original: 384x48 | ceil_p^2: 512x64 | hdc/mc: 1024x128
[BP REMADE] font_mini_alp_ovl.bmp.tga | original: 320x42 | ceil_p^2: 512x64 | hdc/mc: 1024x128
[BP REMADE] for_arm.bmp.tga | original: 4x4 | ceil_p^2: 4x4 | hdc/mc: 8x8
[BP REMADE] for_b_ovl_mod1120_alp_emap.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_belt_shoulder.bmp.tga | original: 28x64 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_belt_weist.bmp.tga | original: 160x12 | ceil_p^2: 256x16 | hdc/mc: 512x32
[BP REMADE] for_blood_face_ovl_alp.bmp.tga | original: 36x35 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_body_ovl_sub_alp.bmp.tga | original: 172x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] for_body_ss.bmp.tga | original: 172x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] for_boot_bot1.bmp.tga | original: 32x56 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_boot_bot2.bmp.tga | original: 32x28 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] for_coat_body.bmp.tga | original: 88x128 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] for_coat_eri.bmp.tga | original: 40x22 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] for_coat_eriin.bmp.tga | original: 40x22 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] for_coat_sling.bmp.tga | original: 32x64 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_coat_sode.bmp.tga | original: 28x70 | ceil_p^2: 32x128 | hdc/mc: 64x256
[BP REMADE] for_col1.bmp.tga | original: 4x4 | ceil_p^2: 4x4 | hdc/mc: 8x8
[BP REMADE] for_eye_ovl_sub_alp.bmp.tga | original: 36x36 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_face_ovl_sub_alp.bmp.tga | original: 256x88 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] for_foot.bmp.tga | original: 56x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_hair_back.bmp.tga | original: 128x128 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] for_hair_side_ovl_alp.bmp.tga | original: 40x128 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] for_hand.bmp.tga | original: 40x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_hand2.bmp.tga | original: 40x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_hi_eye.bmp.tga | original: 36x36 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_hi_face_ss.bmp.tga | original: 488x168 | ceil_p^2: 512x256 | hdc/mc: 1024x512
[BP REMADE] for_hi_finger.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] for_hi_finger2.bmp.tga | original: 24x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] for_hi_hand1.bmp.tga | original: 104x48 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] for_hi_hand2.bmp.tga | original: 48x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_hi_hand3.bmp.tga | original: 80x14 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] for_hi_mtg_alp_ovl.bmp.tga | original: 100x36 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] for_hlst_back.bmp.tga | original: 12x80 | ceil_p^2: 16x128 | hdc/mc: 32x256
[BP REMADE] for_hlst_fro.bmp.tga | original: 12x64 | ceil_p^2: 16x64 | hdc/mc: 32x128
[BP REMADE] for_hlst_side.bmp.tga | original: 40x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_kizu_body_ovl_alp.bmp.tga | original: 28x40 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_leg_ovl_sub_alp.bmp.tga | original: 76x116 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] for_leg_ss.bmp.tga | original: 76x116 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] for_lnr_sling.bmp.tga | original: 10x4 | ceil_p^2: 16x4 | hdc/mc: 32x8
[BP REMADE] for_m9_glip.bmp.tga | original: 28x52 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_magazine.bmp.tga | original: 48x72 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] for_s_ovl_mod1120_alp_emap.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_sox_ovl_sub_alp.bmp.tga | original: 32x48 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] for_t_l_ovl_sub_alp.bmp.tga | original: 48x60 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_t_r_ovl_sub_alp.bmp.tga | original: 48x60 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] for_toe.bmp.tga | original: 56x56 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] fstamp03_alp.bmp.tga | original: 24x48 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] funa_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] funabashi_alp_ovl.bmp.tga | original: 264x80 | ceil_p^2: 512x128 | hdc/mc: 588x132
[BP REMADE] gas00.bmp.tga | original: 72x96 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gas01.bmp.tga | original: 48x48 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gas_cap00.bmp.tga | original: 64x24 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gas_cap01.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gas_dai02.bmp.tga | original: 8x64 | ceil_p^2: 8x64 | hdc/mc: 16x128
[BP REMADE] gas_dai02b.bmp.tga | original: 8x48 | ceil_p^2: 8x64 | hdc/mc: 16x128
[BP REMADE] gbc_bousi_f.bmp.tga | original: 56x40 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gbc_bousi_s2.bmp.tga | original: 76x84 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gbc_deppari.bmp.tga | original: 28x16 | ceil_p^2: 32x16 | hdc/mc: 64x32
[BP REMADE] gbc_kao.bmp.tga | original: 176x72 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gbc_maiku.bmp.tga | original: 40x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gbc_tuba.bmp.tga | original: 56x20 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gbc_tusinki.bmp.tga | original: 52x72 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] gbs_ak_sling.bmp.tga | original: 20x8 | ceil_p^2: 32x8 | hdc/mc: 64x16
[BP REMADE] gbs_arm_ss.bmp.tga | original: 112x100 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gbs_belt.bmp.tga | original: 8x24 | ceil_p^2: 8x32 | hdc/mc: 16x64
[BP REMADE] gbs_body_ss.bmp.tga | original: 188x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gbs_boot_bot1.bmp.tga | original: 32x56 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] gbs_boot_bot2.bmp.tga | original: 32x28 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gbs_boot_ss.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gbs_bp1.bmp.tga | original: 100x56 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] gbs_bp2.bmp.tga | original: 36x18 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gbs_eri.bmp.tga | original: 100x12 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] gbs_eye_def.bmp.tga | original: 24x14 | ceil_p^2: 32x16 | hdc/mc: 64x32
[BP REMADE] gbs_eye_white.bmp.tga | original: 24x14 | ceil_p^2: 32x16 | hdc/mc: 64x32
[BP REMADE] gbs_face.bmp.tga | original: 56x52 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gbs_head_back.bmp.tga | original: 24x16 | ceil_p^2: 32x16 | hdc/mc: 64x32
[BP REMADE] gbs_head_side.bmp.tga | original: 48x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gbs_head_top.bmp.tga | original: 32x90 | ceil_p^2: 32x128 | hdc/mc: 64x256
[BP REMADE] gbs_leg_ss.bmp.tga | original: 136x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gbs_p2_back.bmp.tga | original: 32x27 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gbs_p2_fro.bmp.tga | original: 32x27 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gbs_p2_side.bmp.tga | original: 4x27 | ceil_p^2: 4x32 | hdc/mc: 8x64
[BP REMADE] gbs_p4_fro.bmp.tga | original: 24x48 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] gbs_p4_side.bmp.tga | original: 6x42 | ceil_p^2: 8x64 | hdc/mc: 16x128
[BP REMADE] gbs_toe2.bmp.tga | original: 44x44 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gcyp_amo_f1.bmp.tga | original: 32x16 | ceil_p^2: 32x16 | hdc/mc: 64x32
[BP REMADE] gcyp_bodykim.bmp.tga | original: 60x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] ghost_pos.bmp.tga | original: 136x192 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] gol1_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] gol2_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] gps_arm_ss2.bmp.tga | original: 100x100 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gps_body_ss.bmp.tga | original: 188x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gps_boot_ss.bmp.tga | original: 64x52 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gps_crest_l_ovl_alp.bmp.tga | original: 24x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_crest_r_ovl_alp.bmp.tga | original: 24x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_eri.bmp.tga | original: 100x12 | ceil_p^2: 128x16 | hdc/mc: 256x32
[BP REMADE] gps_eye_close.bmp.tga | original: 24x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_eye_def.bmp.tga | original: 24x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_eye_open.bmp.tga | original: 24x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_eye_pain.bmp.tga | original: 24x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_eye_white.bmp.tga | original: 24x20 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_knife.bmp.tga | original: 8x68 | ceil_p^2: 8x128 | hdc/mc: 16x256
[BP REMADE] gps_leg_ss.bmp.tga | original: 136x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gps_mask.bmp.tga | original: 84x96 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gps_poket.bmp.tga | original: 44x32 | ceil_p^2: 64x32 | hdc/mc: 128x64
[BP REMADE] gps_poket2.bmp.tga | original: 24x24 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] gps_toe2.bmp.tga | original: 44x44 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] gps_wrist.bmp.tga | original: 52x16 | ceil_p^2: 64x16 | hdc/mc: 128x32
[BP REMADE] gre_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] grn_sb_body.bmp.tga | original: 88x48 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] gwb_ceil01.bmp.tga | original: 256x128 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] gwb_fen01_msk.bmp.tga | original: 256x64 | ceil_p^2: 256x64 | hdc/mc: 512x128
[BP REMADE] gwb_pole01.bmp.tga | original: 128x128 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] gwb_pole02.bmp.tga | original: 64x128 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] h6h_body_f1.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] h6h_body_s1.bmp.tga | original: 320x96 | ceil_p^2: 512x128 | hdc/mc: 1024x256
[BP REMADE] h6h_body_s3.bmp.tga | original: 256x80 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] h6h_body_t1.bmp.tga | original: 324x112 | ceil_p^2: 512x128 | hdc/mc: 1024x256
[BP REMADE] h6h_body_u1.bmp.tga | original: 256x64 | ceil_p^2: 256x64 | hdc/mc: 512x128
[BP REMADE] h6h_duct_hole.bmp.tga | original: 24x48 | ceil_p^2: 32x64 | hdc/mc: 64x128
[BP REMADE] h6h_duct_s1.bmp.tga | original: 96x72 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] h6h_face_s1.bmp.tga | original: 56x96 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] h6h_intake_s1.bmp.tga | original: 96x96 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] h6h_tailbox1.bmp.tga | original: 64x48 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] h6h_tailwing_s1.bmp.tga | original: 96x96 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] h6h_tank1_s1.bmp.tga | original: 128x64 | ceil_p^2: 128x64 | hdc/mc: 256x128
[BP REMADE] h6h_temptex1.bmp.tga | original: 64x64 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] h6h_wheel.bmp.tga | original: 32x32 | ceil_p^2: 32x32 | hdc/mc: 64x64
[BP REMADE] h6h_wheel_shaft.bmp.tga | original: 16x48 | ceil_p^2: 16x64 | hdc/mc: 32x128
[BP REMADE] hakof1.bmp.tga | original: 48x48 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] hakos1.bmp.tga | original: 64x42 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] hakot1.bmp.tga | original: 64x42 | ceil_p^2: 64x64 | hdc/mc: 128x128
[BP REMADE] hfb2_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] hfb_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] hri2_body_back_cracked.bmp.tga | original: 64x116 | ceil_p^2: 64x128 | hdc/mc: 128x256
[BP REMADE] hri2_body_s1_brk.bmp.tga | original: 128x320 | ceil_p^2: 128x512 | hdc/mc: 256x1024
[BP REMADE] hri2_cnpy02_brk_kato_ovl.bmp.tga | original: 144x48 | ceil_p^2: 256x64 | hdc/mc: 512x128
[BP REMADE] hri2_cockpit_console_t3.bmp.tga | original: 84x84 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] hri2_cockpit_sideplate_01.bmp.tga | original: 16x96 | ceil_p^2: 16x128 | hdc/mc: 32x256
[BP REMADE] hri2_face_s1_brk.bmp.tga | original: 256x112 | ceil_p^2: 256x128 | hdc/mc: 512x256
[BP REMADE] hri2_mwing_t1_brk.bmp.tga | original: 168x160 | ceil_p^2: 256x256 | hdc/mc: 512x512
[BP REMADE] htl_alp_ovl.bmp.tga | original: 72x48 | ceil_p^2: 128x64 | hdc/mc: 144x96
[BP REMADE] iro_arm_l.bmp.tga | original: 96x80 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] iro_arm_r.bmp.tga | original: 96x80 | ceil_p^2: 128x128 | hdc/mc: 256x256
[BP REMADE] iro_arm_ss.bmp.tga | original: 100x16 | ceil_p^2: 128x16 | hdc/mc: 256x32
