texture_name,mc_tri_dumped_sha1,mc_tri_dumped_alpha_levels,mc_tri_dumped_width,mc_tri_height,mc_tri_width_ciel2,mc_tri_height_ciel2
blk_msk_alp.bmp,1bf9abf0a94ea6d42aed7460b9de3acb51f05b1d,[0],8,8,8,8
d_sky_hasira_alp.bmp,260efab9b169d44faff0a7b5c53bd459e0a9e8e8,[0],8,8,8,8
fat_shues_ovl_alp_emap_mod1120.bmp,4c82851f38b774662ab0bf2077e82b3a0492ac6c,[0],64,64,64,64
magazine_tx_alp.bmp,1299f140a6dfa3a92289bbca752022227bae2722,[0],56,12,64,16
null_msk.bmp,ff9f5906d2b33d1c87a144938c47cdddde3dc6a8,[0],4,4,4,4
sky_n3_alp.bmp,ea61186db43b5033a22e814e46c241fc68f84871,[0],8,8,8,8
